STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TMAX,TMIN,TAVG
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/9/2023,0,65,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/10/2023,0,68,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/13/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/14/2023,0,61,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/15/2023,0,60,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/16/2023,0,68,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/17/2023,0.66,64,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/18/2023,0.29,68,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/19/2023,0,51,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/20/2023,0,63,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/21/2023,0.01,60,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/22/2023,0,63,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/23/2023,0,53,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/24/2023,0.01,80,38,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/25/2023,0,58,30,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/26/2023,0.01,40,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,2/28/2023,0.18,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/1/2023,0,62,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/2/2023,0.05,58,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/3/2023,0,67,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/4/2023,0.35,51,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/5/2023,0,63,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/6/2023,0,64,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/7/2023,0,59,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/8/2023,0,55,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/9/2023,0,55,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/10/2023,0,57,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/11/2023,0.23,46,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/12/2023,0,50,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/13/2023,0.09,44,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/14/2023,0,54,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/15/2023,0,44,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/16/2023,0,39,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/17/2023,0,64,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/18/2023,0.05,61,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/19/2023,0,54,28,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/20/2023,0,46,25,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/21/2023,0,54,26,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/22/2023,0,63,33,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/23/2023,0,67,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/24/2023,0.02,82,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/25/2023,0.9,59,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/26/2023,0.03,58,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/27/2023,0,72,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/28/2023,0.04,61,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/29/2023,0,59,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,3/31/2023,0,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/1/2023,0.08,65,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/2/2023,0.31,79,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/3/2023,0,59,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/4/2023,0,72,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/5/2023,0,81,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/7/2023,0.06,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/8/2023,0,56,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/9/2023,0.01,54,31,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/10/2023,0,62,35,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/11/2023,0,67,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/12/2023,0,78,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/13/2023,0,85,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/14/2023,0,88,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/15/2023,0.07,81,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/16/2023,0.17,79,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/17/2023,0,83,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/18/2023,0,68,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/19/2023,0,73,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/20/2023,0,76,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/21/2023,0,88,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/22/2023,0,88,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/23/2023,0.77,64,36,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/24/2023,0,68,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/25/2023,0,61,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/26/2023,0,60,40,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/27/2023,0,64,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/28/2023,0.16,72,51,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/29/2023,1.47,54,29,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,4/30/2023,0.3,74,34,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/1/2023,0.22,68,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/2/2023,0.01,66,49,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/3/2023,0,58,46,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/4/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/5/2023,0.03,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/6/2023,0,69,45,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/7/2023,0,74,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/8/2023,0.08,73,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/9/2023,0.05,84,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/10/2023,0.05,67,32,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/11/2023,0,73,39,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/12/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/13/2023,0,87,44,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/14/2023,0.18,76,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/15/2023,0,79,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/16/2023,0,76,54,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/17/2023,0,81,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/18/2023,0,74,47,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/19/2023,0,71,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/20/2023,0,75,43,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/21/2023,0.23,81,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/22/2023,0,79,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/23/2023,0,82,41,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/24/2023,0,73,42,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/25/2023,0,76,48,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/26/2023,0,69,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/27/2023,0,72,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/28/2023,0,77,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/29/2023,0.5,69,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/30/2023,0.9,74,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,5/31/2023,0,81,50,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/1/2023,0,79,52,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/2/2023,0,85,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/3/2023,0,94,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/4/2023,0,85,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/5/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/6/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/7/2023,0,82,56,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/8/2023,0,79,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/9/2023,0,79,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/10/2023,0,74,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/11/2023,0,85,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/12/2023,0,89,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/13/2023,0.1,79,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/14/2023,0,75,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/15/2023,0.04,81,58,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/16/2023,0,83,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/17/2023,0,82,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/18/2023,0,83,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/19/2023,0,83,53,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/20/2023,0,89,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/21/2023,0.02,69,64,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/22/2023,0.45,68,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/23/2023,0.12,69,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/24/2023,0.27,83,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/25/2023,0,91,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/26/2023,0,90,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/27/2023,0.05,90,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/28/2023,0.74,88,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/29/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,6/30/2023,,86,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/1/2023,0.27,89,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/2/2023,0.27,87,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/3/2023,0.05,90,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/4/2023,0.73,92,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/5/2023,0,91,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/6/2023,0.27,93,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/7/2023,0.75,91,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/8/2023,0,89,75,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/9/2023,0.87,89,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/10/2023,0.17,87,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/11/2023,0,88,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/12/2023,0,91,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/13/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/14/2023,,94,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/15/2023,0.35,92,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/16/2023,0.15,89,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/17/2023,0.41,89,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/18/2023,0,91,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/19/2023,0.76,91,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/20/2023,0,91,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/21/2023,0.41,89,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/22/2023,0,89,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/23/2023,0,86,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/24/2023,0.15,90,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/25/2023,0,88,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/26/2023,0.3,88,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/27/2023,0,91,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/28/2023,0,97,76,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/29/2023,0.16,98,74,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/30/2023,1.02,79,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,7/31/2023,0.42,87,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/1/2023,0,86,63,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/2/2023,0,81,62,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/3/2023,0,85,65,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/4/2023,0.13,80,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/5/2023,0,83,67,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/6/2023,0,88,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/7/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/8/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/9/2023,,86,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/10/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/11/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/12/2023,,90,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/13/2023,0,92,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/14/2023,0,93,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/15/2023,1.65,93,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/16/2023,0.18,90,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/17/2023,0,88,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/18/2023,0,91,68,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/19/2023,0,86,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/20/2023,0,85,61,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/21/2023,0,89,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/22/2023,0,82,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/23/2023,0,85,59,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/24/2023,0,85,60,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/25/2023,0,82,70,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/26/2023,0.3,94,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/27/2023,0,94,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/28/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/29/2023,,,,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/30/2023,0,81,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,8/31/2023,0,88,66,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/1/2023,0,83,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/2/2023,0,82,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/3/2023,0,85,57,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/4/2023,0,97,69,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/5/2023,0,97,73,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/6/2023,0,98,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/7/2023,0,97,72,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/8/2023,0.05,96,71,
USC00186350,"NATIONAL ARBORETUM DC, MD US",38.91329,-76.97009,15.2,9/9/2023,1.67,95,68,
